norm_title,tconst,titleType,startYear,runtimeMinutes,genres,averageRating,numVotes
sand castle,tt2582576,movie,2017,113,"Action,Drama,War",6.3,30615.0
hell or high water,tt2582782,movie,2016,102,"Crime,Drama,Thriller",7.6,275846.0
whiplash,tt2582802,movie,2014,106,"Drama,Music",8.5,1145274.0
the fault in our stars,tt2582846,movie,2014,126,"Drama,Romance",7.6,423475.0
jojo rabbit,tt2584384,movie,2019,108,"Comedy,Drama,War",7.9,485361.0
the garden of words,tt2591814,movie,2013,46,"Animation,Drama,Romance",7.4,59988.0
resident evil the final chapter,tt2592614,movie,2016,107,"Action,Horror,Sci-Fi",5.5,107849.0
anyone but you,tt26047818,movie,2023,103,"Comedy,Romance",6.1,170635.0
celal and ceren,tt2610768,movie,2013,114,"Comedy,Romance",3.3,44730.0
71,tt2614684,movie,2014,99,"Action,Crime,Drama",7.2,64723.0
leatherface,tt2620590,movie,2017,90,"Crime,Drama,Horror",5.0,31123.0
step up all in,tt2626350,movie,2014,112,"Drama,Music,Romance",5.9,37417.0
baahubali the beginning,tt2631186,movie,2015,159,"Action,Drama",8.0,153059.0
ted 2,tt2637276,movie,2015,115,Comedy,6.3,259326.0
hot tub time machine 2,tt2637294,movie,2015,93,"Comedy,Mystery,Sci-Fi",5.0,44993.0
benhur,tt2638144,movie,2016,123,"Action,Adventure,Drama",5.7,49439.0
greta,tt2639336,movie,2018,98,"Drama,Mystery,Thriller",6.1,41775.0
the count of montecristo,tt26446278,movie,2024,178,"Action,Adventure,Drama",7.6,47319.0
manjummel boys,tt26458038,movie,2024,135,"Adventure,Drama,Thriller",8.2,33186.0
oddity,tt26470109,movie,2024,98,"Horror,Thriller",6.7,56426.0
midnight special,tt2649554,movie,2016,112,"Drama,Mystery,Sci-Fi",6.6,86506.0
the good lie,tt2652092,movie,2014,110,"Biography,Drama",7.4,35509.0
maharaja,tt26548265,movie,2024,141,"Action,Crime,Drama",8.3,80678.0
star trek beyond,tt2660888,movie,2016,122,"Action,Adventure,Sci-Fi",7.0,269423.0
the order,tt26625693,movie,2024,116,"Crime,Drama,Thriller",6.8,60965.0
auron mein kahan dum tha,tt26659814,movie,2024,150,"Action,Crime,Drama",6.2,41225.0
aavesham,tt26660021,movie,2024,155,"Action,Comedy",7.8,32722.0
time lapse,tt2669336,movie,2014,104,"Mystery,Sci-Fi,Thriller",6.5,52761.0
fences,tt2671706,movie,2016,139,Drama,7.2,125048.0
the watchers,tt26736843,movie,2024,102,"Fantasy,Horror,Mystery",5.7,68702.0
me before you,tt2674426,movie,2016,110,"Drama,Romance",7.4,332094.0
madgaon express,tt26745657,movie,2024,143,"Comedy,Drama",7.0,42567.0
trap,tt26753003,movie,2024,105,"Crime,Horror,Mystery",5.8,162972.0
in order of disappearance,tt2675914,movie,2014,116,"Action,Comedy,Crime",7.1,30846.0
hitman agent 47,tt2679042,movie,2015,96,"Action,Adventure,Crime",5.7,101027.0
night at the museum secret of the tomb,tt2692250,movie,2014,98,"Adventure,Comedy,Family",6.2,148799.0
locke,tt2692904,movie,2013,85,Drama,7.1,168510.0
bhool bhulaiyaa 3,tt26932223,movie,2024,158,"Comedy,Fantasy,Horror",4.6,78827.0
vettaiyan,tt26936666,movie,2024,163,"Action,Crime,Drama",6.9,41146.0
jackpot,tt26940324,movie,2024,106,"Action,Comedy",5.8,34341.0
the boss,tt2702724,movie,2016,99,Comedy,5.4,50569.0
murder mubarak,tt27028399,movie,2024,140,"Comedy,Horror,Mystery",5.8,51469.0
game night,tt2704998,movie,2018,100,"Action,Adventure,Comedy",6.9,276329.0
the grinch,tt2709692,movie,2018,85,"Animation,Comedy,Family",6.4,113332.0
the secret life of pets,tt2709768,movie,2016,86,"Adventure,Animation,Comedy",6.5,234707.0
we live in time,tt27131358,movie,2024,108,"Drama,Romance",7.0,71181.0
fury,tt2713180,movie,2014,134,"Action,Drama,War",7.6,604890.0
blackhat,tt2717822,movie,2015,133,"Action,Crime,Thriller",5.5,67381.0
ida,tt2718492,movie,2013,82,Drama,7.4,62987.0
small things like these,tt27196021,movie,2024,98,"Drama,History",6.7,36554.0
everest,tt2719848,movie,2015,121,"Adventure,Biography,Drama",7.1,246359.0
the salvation,tt2720680,movie,2014,92,"Action,Drama,Thriller",6.7,46206.0
the longest ride,tt2726560,movie,2015,123,"Drama,Romance",7.1,94271.0
two days one night,tt2737050,movie,2014,95,Drama,7.3,52182.0
bird box,tt2737304,movie,2018,124,"Horror,Mystery,Sci-Fi",6.6,419997.0
juror 2,tt27403986,movie,2024,114,"Crime,Drama,Mystery",7.0,123413.0
teri baaton mein aisa uljha jiya,tt27459160,movie,2024,141,"Comedy,Drama,Romance",6.2,55586.0
chandu champion,tt27470893,movie,2024,142,"Action,Biography,Drama",7.8,36465.0
abigail,tt27489557,movie,2024,109,"Action,Comedy,Crime",6.5,116967.0
perfect days,tt27503384,movie,2023,124,Drama,7.9,102353.0
stree 2 sarkate ka aatank,tt27510174,movie,2024,147,"Comedy,Horror",6.9,46320.0
young beautiful,tt2752200,movie,2013,95,"Drama,Romance",6.7,40658.0
sinister 2,tt2752772,movie,2015,97,"Horror,Mystery,Thriller",5.3,66903.0
speak no evil,tt27534307,movie,2024,110,"Drama,Horror,Thriller",6.8,131021.0
lucky baskhar,tt27540542,movie,2024,148,"Crime,Drama,Thriller",8.0,41341.0
the one i love,tt2756032,movie,2014,91,"Comedy,Drama,Fantasy",7.0,46996.0
winter sleep,tt2758880,movie,2014,196,Drama,8.0,58734.0
bacurau,tt2762506,movie,2019,131,"Action,Adventure,Drama",7.3,34507.0
t2 trainspotting,tt2763304,movie,2017,117,"Comedy,Crime,Drama",7.1,141053.0
saturday night,tt27657135,movie,2024,109,"Biography,Comedy,Drama",6.9,38327.0
beauty and the beast,tt2771200,movie,2017,129,"Adventure,Family,Fantasy",7.1,357428.0
veronica mars,tt2771372,movie,2014,107,"Crime,Drama,Mystery",6.7,56610.0
kaiva,tt27719898,movie,2023,138,"Action,Drama,Romance",7.6,69631.0
the platform 2,tt27729779,movie,2024,99,"Horror,Sci-Fi,Thriller",4.9,46278.0
shaitaan,tt27744786,movie,2024,132,"Drama,Horror,Thriller",6.5,56197.0
the interview,tt2788710,movie,2014,112,"Action,Adventure,Comedy",6.5,375794.0
petes dragon,tt2788732,movie,2016,102,"Action,Adventure,Comedy",6.7,64243.0
terrifier 3,tt27911000,movie,2024,125,Horror,6.2,61921.0
lust stories 2,tt27989067,movie,2023,132,"Drama,Romance",5.7,52051.0
annihilation,tt2798920,movie,2018,115,"Adventure,Drama,Horror",6.8,392038.0
serial bad weddings,tt2800240,movie,2014,97,Comedy,7.0,48147.0
heretic,tt28015403,movie,2024,111,"Horror,Thriller",7.0,221434.0
kingsman the secret service,tt2802144,movie,2014,129,"Action,Adventure,Comedy",7.7,773913.0
leviathan,tt2802154,movie,2014,140,"Crime,Drama",7.6,59745.0
do patti,tt28075881,movie,2024,126,"Crime,Drama,Mystery",6.3,70520.0
september 5,tt28082769,movie,2024,95,"Drama,History,Thriller",7.1,35968.0
furious 7,tt2820852,movie,2015,137,"Action,Thriller",7.1,438305.0
surongo,tt28218009,movie,2023,150,"Crime,Drama,Mystery",6.9,30623.0
mike and dave need wedding dates,tt2823054,movie,2016,98,"Comedy,Romance",6.0,100304.0
presence,tt28249919,movie,2024,84,"Drama,Horror,Thriller",6.1,42564.0
kill,tt28259207,movie,2023,105,"Action,Crime,Drama",7.4,46141.0
the old man the gun,tt2837574,movie,2018,93,"Biography,Comedy,Crime",6.7,52521.0
pitch perfect 2,tt2848292,movie,2015,115,"Comedy,Music",6.4,179747.0
the croods a new age,tt2850386,movie,2020,95,"Adventure,Animation,Comedy",6.9,60852.0
tag,tt2854926,movie,2018,100,"Action,Comedy",6.5,160637.0
anora,tt28607951,movie,2024,139,"Comedy,Drama,Romance",7.4,267961.0
coherence,tt2866360,movie,2013,89,"Mystery,Sci-Fi,Thriller",7.2,171241.0
ride along 2,tt2869728,movie,2016,102,"Action,Comedy,Crime",5.9,67177.0
as above so below,tt2870612,movie,2014,93,"Adventure,Horror,Mystery",6.3,129537.0
amy,tt2870648,movie,2015,128,"Biography,Documentary,Music",7.8,57779.0
wish i was here,tt2870708,movie,2014,106,"Comedy,Drama",6.6,39708.0
magic in the moonlight,tt2870756,movie,2014,97,"Comedy,Drama,Romance",6.5,73429.0
the shack,tt2872518,movie,2017,132,"Drama,Fantasy",6.3,42416.0
nightcrawler,tt2872718,movie,2014,117,"Crime,Drama,Thriller",7.8,664943.0
lucy,tt2872732,movie,2014,89,"Action,Sci-Fi,Thriller",6.4,576226.0
shaun the sheep movie,tt2872750,movie,2015,85,"Adventure,Animation,Comedy",7.3,46599.0
red sparrow,tt2873282,movie,2018,140,"Action,Drama,Thriller",6.6,217082.0
chef,tt2883512,movie,2014,114,"Adventure,Comedy,Drama",7.3,249640.0
macbeth,tt2884018,movie,2015,113,"Drama,History,War",6.6,61628.0
i origins,tt2884206,movie,2014,106,"Drama,Mystery,Romance",7.3,140666.0
ip man 3,tt2888046,movie,2015,105,"Action,Biography,Crime",7.0,64374.0
99 homes,tt2891174,movie,2014,112,"Crime,Drama",7.1,41331.0
dungeons dragons honor among thieves,tt2906216,movie,2023,134,"Action,Adventure,Comedy",7.2,272191.0
the divergent series insurgent,tt2908446,movie,2015,119,"Action,Adventure,Romance",6.2,270543.0
the signal,tt2910814,movie,2014,97,"Drama,Mystery,Sci-Fi",6.0,72496.0
the dressmaker,tt2910904,movie,2015,119,"Comedy,Drama",7.0,70586.0
john wick,tt2911666,movie,2014,101,"Action,Crime,Thriller",7.5,823183.0
the lazarus effect,tt2918436,movie,2015,83,"Horror,Mystery,Sci-Fi",5.2,48613.0
smile 2,tt29268110,movie,2024,127,"Horror,Mystery,Thriller",6.7,138144.0
47 meters down,tt2932536,movie,2017,89,"Horror,Mystery,Thriller",5.6,65094.0
far from the madding crowd,tt2935476,movie,2015,119,"Drama,Romance",7.1,57379.0
ad astra,tt2935510,movie,2019,123,"Adventure,Drama,Mystery",6.5,279440.0
the school for good and evil,tt2935622,movie,2022,147,"Action,Comedy,Drama",5.9,41723.0
everybody wants some,tt2937696,movie,2016,117,Comedy,6.9,64020.0
a most violent year,tt2937898,movie,2014,125,"Crime,Drama,Thriller",6.9,81555.0
the transporter refueled,tt2938956,movie,2015,96,"Action,Thriller",5.2,47355.0
zootopia,tt2948356,movie,2016,108,"Action,Adventure,Animation",8.0,629874.0
soul,tt2948372,movie,2020,100,"Adventure,Animation,Comedy",8.0,445050.0
encanto,tt2953050,movie,2021,102,"Animation,Comedy,Family",7.2,295180.0
the wild robot,tt29623480,movie,2024,102,"Adventure,Animation,Family",8.2,218386.0
hot pursuit,tt2967224,movie,2015,87,"Action,Comedy,Crime",5.2,57694.0
the purge anarchy,tt2975578,movie,2014,103,"Action,Horror,Sci-Fi",6.4,172233.0
batman v superman dawn of justice,tt2975590,movie,2016,151,"Action,Adventure,Sci-Fi",6.4,789414.0
a hologram for the king,tt2980210,movie,2016,98,"Comedy,Drama,Romance",6.1,49666.0
the theory of everything,tt2980516,movie,2014,123,"Biography,Drama,Romance",7.7,506717.0
the guest,tt2980592,movie,2014,100,"Action,Mystery,Thriller",6.7,113848.0
the hundredfoot journey,tt2980648,movie,2014,122,"Comedy,Drama",7.3,91175.0
highway,tt2980794,movie,2014,133,"Crime,Drama,Romance",7.6,32600.0
color of victory,tt29808429,movie,2024,157,"Drama,History,Sport",6.1,40508.0
suck me shakespeer,tt2987732,movie,2013,119,Comedy,6.9,34490.0
the christmas chronicles,tt2990140,movie,2018,104,"Adventure,Comedy,Family",7.0,93957.0
tangerines,tt2991224,movie,2013,87,"Drama,War",8.1,51562.0
camp xray,tt2994190,movie,2014,117,"Drama,War",6.8,44281.0
babygirl,tt30057084,movie,2024,114,"Drama,Romance,Thriller",5.8,80076.0
the water diviner,tt3007512,movie,2014,111,"Drama,History,War",7.0,80838.0
wild tales,tt3011894,movie,2014,122,"Comedy,Drama,Thriller",8.1,237107.0
the lego ninjago movie,tt3014284,movie,2017,101,"Action,Adventure,Animation",6.1,34106.0
criminal,tt3014866,movie,2016,113,"Action,Sci-Fi,Thriller",6.3,74727.0
in a violent nature,tt30321146,movie,2024,94,"Drama,Horror,Thriller",5.5,30633.0
the jungle book,tt3040964,movie,2016,106,"Action,Adventure,Animation",7.3,304912.0
who am i,tt3042408,movie,2014,102,"Crime,Drama,Mystery",7.4,66627.0
mortdecai,tt3045616,movie,2015,107,"Action,Adventure,Comedy",5.5,79814.0
friendship,tt30505698,movie,2024,100,Comedy,6.6,38790.0
inferno,tt3062096,movie,2016,121,"Action,Adventure,Crime",6.2,201829.0
jackass presents bad grandpa,tt3063516,movie,2013,92,Comedy,6.5,100525.0
man up,tt3064298,movie,2015,88,"Comedy,Drama,Romance",6.8,59433.0
the conjuring 2,tt3065204,movie,2016,134,"Horror,Mystery,Thriller",7.3,340828.0
hardcore henry,tt3072482,movie,2015,96,"Action,Adventure,Sci-Fi",6.7,108340.0
creed,tt3076658,movie,2015,133,"Action,Drama,Sport",7.6,332994.0
suffragette,tt3077214,movie,2015,106,"Drama,History",6.9,46376.0
spy,tt3079380,movie,2015,120,"Action,Comedy",7.0,273407.0
beverly hills cop axel f,tt3083016,movie,2024,118,"Action,Comedy,Crime",6.4,86727.0
goodnight mommy,tt3086442,movie,2014,99,"Horror,Mystery,Thriller",6.7,64021.0
artemis fowl,tt3089630,movie,2020,95,"Adventure,Family,Fantasy",4.3,31624.0
no other land,tt30953759,movie,2024,92,Documentary,8.2,34184.0
the inbetweeners 2,tt3097204,movie,2014,96,Comedy,6.4,49004.0
tusk,tt3099498,movie,2014,102,"Comedy,Horror",5.4,72422.0
crazy rich asians,tt3104988,movie,2018,120,"Comedy,Drama,Romance",6.9,207968.0
the tender bar,tt3108894,movie,2021,106,"Biography,Drama,Romance",6.7,37183.0
now you see me 2,tt3110958,movie,2016,129,"Action,Adventure,Comedy",6.4,358959.0
circle,tt3118452,movie,2015,87,"Drama,Horror,Mystery",6.0,72386.0
sierra burgess is a loser,tt3120280,movie,2018,105,"Comedy,Drama,Romance",5.7,42627.0
son of batman,tt3139072,movie,2014,74,"Action,Adventure,Animation",6.7,33993.0
tamasha,tt3148502,movie,2015,139,"Comedy,Drama,Romance",7.4,36031.0
a brilliant young mind,tt3149038,movie,2014,111,"Drama,Romance",7.1,31232.0
scoob,tt3152592,movie,2020,93,"Adventure,Animation,Comedy",5.6,32746.0
trainwreck,tt3152624,movie,2015,125,"Comedy,Drama,Romance",6.2,146921.0
luther the fallen sun,tt3155298,movie,2023,129,"Action,Crime,Drama",6.4,72208.0
sleeping with other people,tt3165612,movie,2015,101,"Comedy,Drama,Romance",6.5,51375.0
mr holmes,tt3168230,movie,2015,104,"Crime,Drama,Family",6.8,70216.0
pride,tt3169706,movie,2014,119,"Biography,Comedy,Drama",7.8,64893.0
room,tt3170832,movie,2015,118,"Drama,Thriller",8.1,478781.0
the diary of a teenage girl,tt3172532,movie,2015,102,"Comedy,Drama,Romance",6.8,35401.0
before i wake,tt3174376,movie,2016,97,"Drama,Fantasy,Horror",6.2,55969.0
men women children,tt3179568,movie,2014,119,"Comedy,Drama",6.6,34811.0
the boy next door,tt3181822,movie,2015,91,Thriller,4.7,48168.0
fantastic beasts and where to find them,tt3183660,movie,2016,132,"Adventure,Family,Fantasy",7.2,538842.0
insidious chapter 3,tt3195644,movie,2015,97,"Horror,Mystery,Thriller",6.1,127755.0
extinction,tt3201640,movie,2018,95,"Action,Drama,Sci-Fi",5.8,61837.0
trumbo,tt3203606,movie,2015,124,"Biography,Drama",7.4,87439.0
the cobbler,tt3203616,movie,2014,99,"Comedy,Drama,Fantasy",5.8,64915.0
slow west,tt3205376,movie,2015,84,"Adventure,Drama,Romance",6.9,49950.0
those who wish me dead,tt3215824,movie,2021,100,"Action,Drama,Thriller",6.0,78318.0
a beautiful day in the neighborhood,tt3224458,movie,2019,109,"Biography,Drama,Family",7.2,93871.0
cruella,tt3228774,movie,2021,134,"Adventure,Comedy,Crime",7.3,294452.0
savi,tt32308617,movie,2024,126,"Action,Crime,Drama",5.9,36948.0
risen,tt3231054,movie,2016,107,"Action,Drama,History",6.4,33042.0
it follows,tt3235888,movie,2014,100,"Horror,Mystery,Thriller",6.8,297304.0
survivor,tt3247714,movie,2015,96,"Action,Crime,Thriller",5.7,37441.0
marshland,tt3253930,movie,2014,105,"Crime,Mystery,Thriller",7.2,38730.0
io,tt3256226,movie,2019,96,"Adventure,Drama,Sci-Fi",4.8,37868.0
loving vincent,tt3262342,movie,2017,94,"Animation,Drama,Mystery",7.8,67881.0
sully,tt3263904,movie,2016,96,"Biography,Drama,History",7.4,320977.0
reminiscence,tt3272066,movie,2021,116,"Mystery,Romance,Sci-Fi",5.9,70705.0
heist,tt3276924,movie,2015,93,"Action,Crime,Drama",6.1,34365.0
tale of tales,tt3278330,movie,2015,134,"Drama,Fantasy,Horror",6.4,33227.0
cult of chucky,tt3280262,movie,2017,91,"Horror,Thriller",5.3,33935.0
little women,tt3281548,movie,2019,135,"Drama,Romance",7.8,282397.0
the blackcoats daughter,tt3286052,movie,2015,93,"Horror,Mystery,Thriller",5.9,31959.0
equals,tt3289728,movie,2015,101,"Drama,Romance,Sci-Fi",6.0,34399.0
the autopsy of jane doe,tt3289956,movie,2016,86,"Horror,Mystery,Thriller",6.8,163230.0
the expendables 4,tt3291150,movie,2023,103,"Action,Adventure,Thriller",4.8,55115.0
london has fallen,tt3300542,movie,2016,99,"Action,Thriller",5.9,180010.0
the 12th man,tt3300980,movie,2017,135,"Drama,History,Thriller",7.3,32111.0
youth,tt3312830,movie,2015,124,"Comedy,Drama,Music",7.3,88122.0
logan,tt3315342,movie,2017,137,"Action,Drama,Sci-Fi",8.1,921354.0
american ultra,tt3316948,movie,2015,96,"Action,Comedy",6.1,100023.0
still alice,tt3316960,movie,2014,101,Drama,7.5,150193.0
game over man,tt3317234,movie,2018,101,"Action,Comedy",5.5,35490.0
regression,tt3319920,movie,2015,106,"Crime,Drama,Mystery",5.6,44877.0
concussion,tt3322364,movie,2015,123,"Biography,Drama,Sport",7.1,104594.0
queen,tt3322420,movie,2013,146,"Adventure,Comedy,Drama",8.1,71220.0
annabelle,tt3322940,movie,2014,99,"Horror,Mystery,Thriller",5.5,194819.0
pan,tt3332064,movie,2015,111,"Action,Adventure,Comedy",5.7,69381.0
jigsaw,tt3348730,movie,2017,92,"Horror,Mystery,Thriller",5.7,102209.0
road house,tt3359350,movie,2024,121,"Action,Drama,Thriller",6.2,183232.0
tolkien,tt3361792,movie,2019,112,"Biography,Drama,Romance",6.8,51118.0
max,tt3369806,movie,2015,111,"Adventure,Drama,Family",6.6,30649.0
transformers the last knight,tt3371366,movie,2017,154,"Action,Adventure,Comedy",5.2,185079.0
the brothers grimsby,tt3381008,movie,2016,83,"Action,Adventure,Comedy",6.2,119408.0
xmen apocalypse,tt3385516,movie,2016,144,"Action,Adventure,Sci-Fi",6.8,490675.0
stan ollie,tt3385524,movie,2018,98,"Biography,Comedy,Drama",7.2,41535.0
scary stories to tell in the dark,tt3387520,movie,2019,108,"Adventure,Horror,Mystery",6.2,91836.0
the forest,tt3387542,movie,2016,93,"Horror,Mystery,Thriller",4.8,47709.0
the taking of deborah logan,tt3387648,movie,2014,90,"Fantasy,Horror,Mystery",6.0,49351.0
haider,tt3390572,movie,2014,160,"Action,Crime,Drama",8.0,60819.0
jack reacher never go back,tt3393786,movie,2016,118,"Action,Thriller",6.2,192322.0
spring,tt3395184,movie,2014,109,"Drama,Horror,Romance",6.7,33770.0
sicario,tt3397884,movie,2015,121,"Action,Crime,Drama",7.7,534687.0
when marnie was there,tt3398268,movie,2014,103,"Animation,Drama,Family",7.6,54766.0
fist fight,tt3401882,movie,2017,91,Comedy,5.6,48607.0
murder on the orient express,tt3402236,movie,2017,114,"Comedy,Crime,Drama",6.5,320104.0
raees,tt3405236,movie,2017,143,"Action,Crime,Drama",6.6,54691.0
the divergent series allegiant,tt3410834,movie,2016,120,"Action,Adventure,Fantasy",5.7,145856.0
ferdinand,tt3411444,movie,2017,108,"Adventure,Animation,Comedy",6.7,70735.0
a monster calls,tt3416532,movie,2016,108,"Adventure,Drama,Family",7.4,98602.0
what we do in the shadows,tt3416742,movie,2014,86,"Comedy,Horror",7.6,212949.0
the end of the tour,tt3416744,movie,2015,106,"Biography,Drama",7.2,34545.0
ice age collision course,tt3416828,movie,2016,94,"Action,Adventure,Animation",5.7,85304.0
drishyam,tt3417422,movie,2013,160,"Crime,Drama,Mystery",8.4,47880.0
finch,tt3420504,movie,2021,115,"Adventure,Drama,Sci-Fi",6.9,110804.0
the boogeyman,tt3427252,movie,2023,98,"Horror,Mystery,Thriller",5.9,53334.0
mahavatar narsimha,tt34365591,movie,2024,130,"Action,Animation,Drama",8.5,46127.0
cake,tt3442006,movie,2014,102,Drama,6.4,40095.0
matilda the musical,tt3447590,movie,2022,117,"Comedy,Drama,Family",7.0,32943.0
paul blart mall cop 2,tt3450650,movie,2015,94,"Action,Comedy,Crime",4.5,44657.0
war for the planet of the apes,tt3450958,movie,2017,140,"Action,Adventure,Drama",7.4,325513.0
the hateful eight,tt3460252,movie,2015,168,"Crime,Drama,Mystery",7.8,719309.0
the blue elephant,tt3461252,movie,2014,170,"Crime,Drama,Horror",8.0,30995.0
the lobster,tt3464902,movie,2015,119,"Drama,Romance,Sci-Fi",7.1,332170.0
despicable me 3,tt3469046,movie,2017,89,"Adventure,Animation,Comedy",6.3,179442.0
sing,tt3470600,movie,2016,108,"Animation,Comedy,Family",7.1,211368.0
black widow,tt3480822,movie,2021,134,"Action,Adventure,Sci-Fi",6.6,474405.0
the walk,tt3488710,movie,2015,123,"Adventure,Biography,Drama",7.3,141232.0
fan,tt3495026,movie,2016,142,"Action,Drama,Thriller",6.8,53518.0
captain america civil war,tt3498820,movie,2016,147,"Action,Sci-Fi",7.8,922332.0
race,tt3499096,movie,2016,134,"Biography,Drama,Sport",7.1,43771.0
thor ragnarok,tt3501632,movie,2017,130,"Action,Adventure,Comedy",7.9,889984.0
the whole truth,tt3503406,movie,2016,93,"Crime,Drama,Mystery",6.2,36595.0
housebound,tt3504048,movie,2014,107,"Comedy,Horror,Mystery",6.7,39781.0
the lego movie 2 the second part,tt3513498,movie,2019,107,"Adventure,Animation,Comedy",6.5,84613.0
chip n dale rescue rangers,tt3513500,movie,2022,97,"Action,Adventure,Animation",6.9,50693.0
richard jewell,tt3513548,movie,2019,131,"Biography,Crime,Drama",7.5,106155.0
